invoice_id,account_id,date_issued
229,5,2020-07-06
230,5,2020-08-02
231,5,2020-05-13
232,5,2021-01-13
233,5,2020-09-30
234,5,2020-09-27
235,5,2020-06-16
236,6,2020-12-09
237,6,2020-08-30
238,6,2021-01-28
239,6,2020-07-10
240,6,2020-09-29
241,6,2020-06-23
242,6,2020-10-29
243,6,2020-10-18
244,6,2020-07-19
245,6,2020-12-19
246,6,2020-09-27
247,6,2020-05-04
248,6,2020-10-18
249,6,2021-01-02
250,6,2020-08-11
251,6,2020-12-25
252,6,2020-08-01
253,6,2020-05-04
254,6,2020-07-06
255,6,2021-03-11
256,6,2020-06-16
257,6,2020-09-11
258,6,2020-10-12
259,6,2020-07-23
260,6,2020-04-18
261,6,2020-09-12
262,6,2020-10-08
263,6,2020-10-10
264,6,2020-03-31
265,6,2020-06-22
266,6,2021-01-14
267,6,2020-10-23
268,6,2020-06-09
269,6,2020-09-20
270,6,2020-06-23
271,6,2020-04-03
272,6,2020-11-04
273,6,2020-05-23
274,6,2020-10-07
275,6,2020-12-30
276,6,2020-11-10
277,6,2020-12-19
278,6,2021-01-21
279,7,2020-11-11
280,7,2020-05-08
281,7,2021-02-16
282,7,2021-03-06
283,7,2020-07-18
284,7,2020-08-19
285,7,2020-03-31
286,7,2020-06-13
287,7,2020-11-15
288,7,2020-11-01
289,7,2020-07-22
290,7,2020-12-30
291,7,2020-06-25
292,7,2021-01-28
293,7,2021-03-11
294,7,2020-07-02
295,7,2020-09-12
296,7,2020-04-09
297,7,2020-06-06
298,7,2020-10-24
299,7,2020-10-05
300,7,2020-04-29
301,7,2020-06-22
302,7,2020-06-13
303,7,2020-04-02
304,7,2020-03-28
305,7,2021-02-07
306,7,2020-12-17
307,7,2020-03-26
308,7,2020-04-02
309,7,2020-05-09
310,7,2020-08-20
311,7,2021-03-07
312,7,2020-03-22
313,7,2020-11-10
314,7,2020-11-23
315,7,2020-07-17
316,7,2020-06-01
317,7,2020-07-30
318,7,2020-06-06
319,7,2020-07-27
320,7,2020-12-05
321,7,2021-01-20
322,7,2020-11-17
323,7,2021-01-09
324,7,2020-11-24
325,7,2020-06-28
326,7,2021-02-26
327,7,2020-12-09
328,7,2020-07-27
329,7,2021-02-16
330,7,2020-04-17
331,7,2020-09-24
332,7,2020-05-24
333,7,2020-06-19
334,7,2020-03-30
335,7,2020-08-10
336,7,2020-08-06
337,7,2020-12-21
338,7,2020-09-26
339,7,2020-12-11
340,7,2020-04-14
341,7,2020-11-02
342,7,2020-04-10
343,7,2020-10-19
344,7,2020-10-01
345,7,2020-08-10
346,7,2020-08-25
347,7,2020-09-07
348,7,2020-07-04
349,7,2020-11-26
350,7,2020-03-21
351,7,2020-08-12
352,7,2021-01-30
353,7,2020-09-11
354,7,2020-09-15
355,7,2021-02-19
356,7,2020-09-16
357,7,2020-12-01
358,7,2020-11-20
359,7,2020-04-05
360,7,2020-03-24
361,7,2020-07-25
362,7,2020-08-27
363,7,2020-05-03
364,7,2020-03-31
365,7,2020-06-13
366,7,2020-03-20
367,7,2020-11-06
368,7,2020-08-31
369,7,2020-12-04
370,7,2020-07-11
371,7,2020-06-16
372,7,2021-01-22
373,8,2020-09-11
374,8,2020-11-12
375,8,2021-02-01
376,8,2020-12-09
377,8,2021-03-13
378,8,2021-02-22
379,8,2020-12-26
380,8,2020-04-23
381,8,2020-10-19
382,8,2020-07-23
383,8,2020-07-14
384,8,2020-12-30
385,8,2020-11-27
386,8,2021-02-22
387,8,2020-10-31
388,8,2021-01-25
389,8,2020-08-15
390,8,2020-07-11
391,8,2020-07-30
392,8,2020-07-01
393,8,2021-03-08
394,8,2020-07-29
395,8,2020-05-23
396,8,2021-01-10
397,8,2020-04-23
398,8,2021-01-26
399,8,2020-08-06
400,8,2020-04-27
401,8,2020-04-08
402,8,2020-09-08
403,8,2020-10-03
404,8,2020-08-01
405,8,2020-05-11
406,8,2020-12-15
407,8,2020-04-11
408,8,2021-03-10
409,8,2020-10-13
410,8,2020-12-09
411,8,2020-05-09
412,8,2021-03-01
413,8,2020-05-22
414,8,2021-03-19
415,8,2020-04-20
416,8,2020-09-16
417,8,2020-04-20
418,8,2020-07-28
419,8,2020-07-05
420,8,2020-07-04
421,8,2020-12-17
422,8,2020-08-12
423,8,2020-08-02
424,8,2020-07-25
425,8,2020-09-13
426,8,2021-03-18
427,8,2020-12-19
428,8,2020-07-13
429,8,2020-07-12
430,8,2020-10-06
431,8,2021-02-18
432,8,2020-09-04
433,8,2020-04-26
434,8,2020-05-23
435,8,2020-05-11
436,8,2020-08-02
437,8,2020-05-26
438,8,2020-04-04
439,8,2020-04-13
440,8,2020-03-21
441,8,2020-08-30
442,8,2020-10-30
443,8,2020-06-29
444,8,2020-09-16
445,8,2020-05-31
446,8,2020-12-10
447,8,2021-01-12
448,8,2020-06-01
449,8,2020-09-12
450,8,2021-01-09
451,8,2020-10-29
452,8,2020-12-08
453,8,2020-12-18
454,8,2020-04-30
455,9,2020-08-19
456,9,2021-01-13
457,9,2021-02-20
458,9,2020-11-15
459,9,2021-01-11
460,9,2020-04-22
461,9,2020-04-19
462,9,2020-06-20
463,9,2020-12-13
464,9,2020-04-13
465,9,2020-04-26
466,9,2021-02-17
467,9,2020-04-25
468,9,2020-08-29
469,9,2020-05-16
470,9,2020-07-04
471,9,2020-08-10
472,9,2021-02-20
473,9,2020-07-10
474,9,2020-04-03
475,9,2021-03-11
476,9,2020-09-18
477,9,2021-03-10
478,9,2020-06-11
479,9,2020-09-08
480,9,2020-03-26
481,9,2020-09-28
482,9,2020-04-02
483,9,2020-09-15
484,9,2020-05-28
485,9,2020-06-09
486,9,2021-01-04
487,9,2021-02-08
488,9,2020-06-09
489,9,2021-01-15
490,9,2020-08-24
491,9,2020-12-26
492,9,2020-07-01
493,9,2020-10-03
494,9,2020-07-12
495,9,2021-01-08
496,9,2020-08-08
497,9,2020-04-22
498,9,2020-12-23
499,9,2020-11-19
500,9,2020-03-26
501,9,2021-01-14
502,9,2020-10-12
503,9,2020-10-25
504,9,2021-01-22
505,9,2021-03-08
506,9,2020-08-14
507,9,2020-03-31
508,9,2020-11-03
509,9,2020-04-02
510,9,2020-09-30
511,9,2020-06-28
512,9,2021-01-06
513,9,2020-11-23
514,9,2020-12-14
515,9,2020-12-21
516,9,2020-07-15
517,9,2020-06-06
518,9,2021-01-25
519,9,2020-07-28
520,9,2021-02-18
521,9,2020-07-02
522,9,2020-05-15
523,9,2020-04-06
524,9,2020-07-28
525,9,2020-03-29
526,9,2020-11-18
527,9,2020-08-19
528,9,2020-09-02
529,9,2021-02-01
530,9,2020-05-02
531,9,2020-08-07
532,9,2020-07-08
533,9,2021-02-15
534,9,2021-01-02
535,9,2021-03-11
536,9,2020-04-12
537,9,2020-09-05
538,10,2020-11-03
539,10,2020-09-18
540,10,2021-02-02
541,10,2020-09-14
542,10,2021-03-10
543,10,2021-01-18
544,10,2021-03-11
545,10,2020-12-28
546,10,2020-12-18
547,10,2020-07-23
548,10,2020-07-21
549,10,2020-06-01
550,10,2020-04-08
551,10,2020-12-10
552,10,2020-08-05
553,10,2020-08-08
554,10,2020-04-24
555,10,2021-01-04
556,10,2020-12-10
557,10,2020-09-28
558,10,2020-04-12
559,10,2021-01-28
560,10,2020-11-07
561,10,2020-07-03
562,10,2020-09-18
563,10,2021-02-04
564,10,2020-11-19
565,10,2020-11-22
566,10,2021-03-06
567,10,2020-12-26
568,10,2020-10-27
569,10,2020-04-28
570,10,2020-12-11
571,11,2020-09-21
572,11,2020-12-26
573,11,2020-08-02
574,11,2020-03-21
575,11,2020-03-24
576,11,2020-03-23
577,11,2020-10-15
578,11,2021-03-18
579,11,2021-02-01
580,11,2021-02-05
581,11,2020-04-10
582,11,2020-09-20
583,11,2020-07-21
584,11,2020-04-25
585,11,2020-09-21
586,11,2020-06-29
587,11,2020-12-05
588,11,2020-09-03
589,11,2020-06-20
590,11,2021-03-02
591,11,2020-09-22
592,11,2021-02-16
593,11,2020-06-25
594,11,2021-02-19
595,11,2020-06-19
596,11,2020-05-25
597,11,2020-11-30
598,11,2021-03-12
599,11,2020-05-05
600,11,2021-02-12
601,11,2020-09-13
602,11,2020-07-07
603,11,2020-07-26
604,11,2020-10-19
605,11,2020-08-09
606,11,2020-08-14
607,11,2020-05-19
608,11,2020-03-19
609,11,2021-01-22
610,11,2020-08-22
611,11,2020-11-23
612,11,2020-07-29
613,11,2020-05-31
614,11,2021-02-03
615,11,2020-03-27
616,11,2020-05-08
617,11,2020-05-22
618,11,2021-01-21
619,11,2020-10-12
620,11,2020-08-15
621,11,2021-01-25
622,11,2020-05-30
623,11,2020-10-28
624,11,2020-10-07
625,11,2020-05-11
626,11,2020-10-01
627,11,2020-06-27
628,11,2020-08-22
629,11,2021-01-15
630,11,2020-10-06
631,11,2020-07-24
632,11,2020-06-03
633,11,2020-09-26
634,11,2020-04-24
635,11,2020-08-19
636,11,2020-08-22
637,11,2020-10-31
638,12,2020-04-23
639,13,2020-12-11
640,13,2020-04-14
641,13,2020-05-26
642,13,2020-06-14
643,13,2020-12-18
644,13,2020-05-21
645,13,2021-03-01
646,13,2020-04-11
647,13,2020-04-05
648,13,2021-02-25
649,13,2020-09-18
650,13,2020-08-07
651,13,2021-03-09
652,13,2020-07-28
653,13,2020-09-18
654,13,2020-05-23
655,13,2021-01-14
656,13,2020-08-29
657,13,2020-05-16
658,13,2020-06-28
659,13,2020-11-17
660,13,2020-05-17
661,13,2020-06-30
662,13,2020-11-12
663,13,2021-01-03
664,13,2020-04-25
665,13,2020-10-27
666,13,2020-04-22
667,13,2020-05-12
668,13,2020-10-14
669,13,2021-02-28
670,13,2021-03-18
671,13,2020-04-22
672,13,2021-02-23
673,13,2020-09-17
674,13,2020-07-08
675,13,2021-01-14
676,13,2020-05-20
677,13,2021-02-22
678,13,2020-06-05
679,13,2020-11-22
680,13,2021-01-18
681,13,2020-06-14
682,13,2020-07-20
683,13,2020-04-03
684,13,2020-10-14
685,13,2020-11-20
686,13,2021-03-15
687,13,2020-04-21
688,13,2020-04-04
689,13,2020-04-06
690,13,2021-01-10
691,13,2020-03-19
692,13,2020-06-21
693,13,2021-02-05
694,13,2020-03-19
695,13,2020-07-28
696,13,2020-04-23
697,13,2021-02-15
698,13,2020-12-06
699,13,2020-04-21
700,13,2020-07-09
701,13,2021-02-18
702,13,2020-08-08
703,13,2020-12-08
704,13,2020-10-01
705,13,2020-08-31
706,13,2020-10-29
707,13,2020-09-09
708,13,2020-06-01
709,13,2020-08-31
710,13,2020-03-30
711,13,2020-05-24
712,13,2020-12-20
713,13,2020-04-08
714,13,2020-10-29
715,13,2020-12-21
716,13,2020-06-13
717,13,2021-01-24
718,13,2020-08-14
719,13,2020-08-20
720,13,2020-08-31
721,13,2020-08-15
722,13,2020-12-14
723,13,2020-06-17
724,13,2020-10-14
725,13,2020-07-06
726,13,2021-03-04
727,13,2021-03-18
728,13,2021-02-01
729,13,2020-09-26
730,14,2020-06-11
731,14,2020-05-13
732,14,2020-09-15
733,14,2020-10-28
734,14,2020-08-27
735,14,2020-05-14
736,14,2021-03-02
737,14,2020-09-03
738,14,2020-10-22
739,14,2020-08-24
740,14,2021-01-31
741,14,2020-12-16
742,14,2020-09-25
743,14,2020-06-20
744,14,2020-04-09
745,14,2020-07-25
746,14,2020-09-25
747,14,2021-01-19
748,14,2020-09-03
749,14,2020-12-08
750,14,2020-09-15
751,14,2020-08-08
752,14,2020-08-18
753,14,2020-08-20
754,14,2020-12-05
755,14,2020-07-20
756,14,2020-11-08
757,14,2020-11-19
758,14,2020-10-24
759,14,2020-06-26
760,14,2020-10-11
761,14,2020-09-04
762,14,2020-06-19
763,14,2021-01-08
764,14,2020-05-31
765,14,2020-07-20
766,14,2020-12-01
767,14,2020-11-03
768,14,2020-07-25
769,14,2021-02-28
770,14,2020-08-19
771,14,2020-12-09
772,14,2020-10-06
773,14,2020-03-24
774,14,2020-05-18
775,14,2020-04-27
776,14,2021-03-07
777,14,2021-02-17
778,14,2020-09-28
779,14,2020-06-11
780,14,2020-11-20
781,14,2020-10-24
782,14,2020-09-25
783,14,2020-12-25
784,14,2020-10-24
785,14,2020-04-11
786,14,2021-02-08
787,14,2021-03-12
788,14,2020-06-08
789,14,2020-04-15
790,14,2020-11-28
791,14,2020-11-11
792,14,2021-01-01
793,14,2020-09-01
794,14,2020-07-15
795,14,2021-03-01
796,14,2020-12-03
797,14,2021-01-19
798,14,2020-10-26
799,14,2020-08-10
800,14,2021-02-17
801,15,2021-02-08
802,15,2020-11-04
803,15,2020-09-28
804,15,2021-01-12
805,15,2020-05-31
806,15,2020-07-18
807,15,2020-07-12
808,15,2020-12-18
809,15,2020-03-29
810,15,2020-09-13
811,15,2020-10-15
812,15,2020-11-10
813,15,2020-12-30
814,15,2021-01-14
815,15,2020-06-03
816,15,2021-01-06
817,15,2021-01-21
818,15,2020-10-14
819,15,2020-07-16
820,15,2020-07-30
821,15,2020-08-10
822,15,2020-06-27
823,15,2020-05-10
824,15,2020-08-21
825,15,2020-09-10
826,15,2021-03-09
827,15,2020-09-22
828,15,2020-04-14
829,15,2020-04-28
830,15,2020-12-11
831,15,2020-11-25
832,15,2020-05-02
833,15,2020-09-06
834,15,2020-06-26
835,15,2021-03-03
836,15,2020-07-27
837,15,2020-05-21
838,15,2020-04-19
839,15,2020-12-03
840,15,2020-07-10
841,15,2020-12-15
842,15,2020-07-18
843,15,2020-03-24
844,15,2020-09-17
845,15,2020-04-26
846,15,2020-06-27
847,15,2020-03-20
848,15,2020-06-24
849,15,2020-06-30
850,15,2020-03-21
851,15,2020-09-13
852,15,2020-04-03
853,15,2020-11-19
854,15,2020-03-28
855,15,2020-09-09
856,15,2020-06-22
857,15,2020-09-09
858,15,2021-03-15
859,15,2020-05-17
860,15,2020-03-27
861,15,2021-02-19
862,15,2020-05-13
863,15,2020-12-21
864,15,2020-12-09
865,15,2021-02-12
866,15,2020-06-23
867,15,2020-04-17
868,15,2020-12-14
869,15,2020-10-23
870,15,2020-12-31
871,15,2020-11-06
872,15,2020-08-18
873,15,2021-01-06
874,15,2020-08-21
875,15,2020-03-20
876,15,2020-07-05
877,15,2020-04-28
878,15,2021-02-07
879,15,2020-07-06
880,15,2020-10-05
881,15,2021-02-22
882,15,2020-12-23
883,15,2021-01-23
884,15,2020-04-30
885,15,2021-03-03
886,15,2020-08-10
887,15,2021-01-28
888,15,2020-12-15
889,15,2021-01-13
890,15,2020-10-31
891,16,2020-06-18
892,16,2020-04-06
893,16,2021-02-08
894,16,2020-11-10
895,16,2020-12-02
896,16,2020-06-02
897,16,2020-10-29
898,16,2021-01-18
899,16,2020-06-30
900,16,2021-01-08
901,16,2020-10-06
902,16,2020-03-19
903,16,2020-05-24
904,16,2020-09-22
905,16,2021-01-19
906,16,2020-03-30
907,16,2020-06-13
908,16,2020-10-10
909,16,2020-06-08
910,16,2020-12-21
911,16,2021-01-08
912,16,2020-07-10
913,16,2020-11-26
914,16,2021-02-26
915,16,2020-04-01
916,16,2020-05-05
917,16,2020-05-19
918,16,2020-10-06
919,16,2020-06-18
920,16,2020-07-31
921,16,2021-02-17
922,16,2020-06-19
923,16,2020-12-26
924,16,2020-08-24
925,16,2020-10-03
926,16,2020-10-30
927,16,2021-03-03
928,16,2020-05-27
929,16,2020-10-08
930,16,2021-02-26
931,16,2020-05-03
932,16,2021-02-15
933,16,2020-03-30
934,16,2020-05-06
935,16,2020-11-01
936,16,2020-03-26
937,16,2020-11-01
938,16,2020-12-23
939,16,2020-04-17
940,16,2021-01-15
941,16,2020-12-24
942,16,2020-11-15
943,16,2021-01-26
944,16,2020-05-03
945,16,2020-11-25
946,17,2020-05-30
947,17,2020-11-09
948,17,2021-01-08
949,17,2020-07-20
950,17,2020-07-09
951,17,2020-07-31
952,17,2020-04-04
953,17,2020-04-13
954,17,2020-05-09
955,17,2021-01-06
956,17,2020-10-27
957,17,2021-01-24
958,17,2020-07-02
959,17,2020-03-25
960,17,2020-10-12
961,17,2020-07-09
962,17,2020-06-02
963,17,2020-12-31
964,17,2020-05-18
965,17,2020-11-03
966,17,2021-02-16
967,17,2021-03-05
968,17,2021-02-18
969,17,2020-11-24
970,17,2020-05-20
971,17,2020-06-28
972,17,2020-07-14
973,17,2021-02-07
974,17,2020-11-29
975,17,2020-03-26
976,17,2020-10-20
977,17,2020-07-15
978,17,2020-08-08
979,17,2020-04-26
980,17,2021-02-07
981,17,2021-03-17
982,17,2020-06-17
983,17,2020-03-23
984,17,2021-01-08
985,17,2020-10-10
986,17,2020-10-08
987,17,2021-01-13
988,17,2020-12-06
989,17,2020-07-14
990,17,2020-08-15
991,17,2020-05-18
992,17,2020-12-03
993,17,2021-01-21
994,17,2020-04-01
995,17,2020-07-11
996,17,2021-02-17
997,17,2020-12-06
998,17,2021-02-14
999,17,2020-12-20
1000,17,2020-07-24
1001,17,2021-03-08
1002,17,2021-03-17
1003,17,2020-12-03
1004,17,2020-07-14
1005,17,2020-03-26
1006,17,2021-02-16
1007,17,2021-02-24
1008,17,2020-05-18
1009,17,2020-07-22
1010,17,2021-01-29
1011,17,2020-12-17
1012,17,2020-09-04
1013,17,2020-06-16
1014,17,2020-05-24
1015,17,2021-01-25
1016,17,2020-10-10
1017,17,2020-04-06
1018,17,2021-03-17
1019,17,2020-06-25
1020,17,2020-04-25
1021,17,2020-07-23
1022,17,2020-11-05
1023,17,2020-10-15
1024,17,2021-01-17
1025,17,2020-07-07
1026,18,2020-08-16
1027,18,2020-06-20
1028,18,2020-06-22
1029,18,2021-03-12
1030,18,2021-02-14
1031,18,2020-07-11
1032,18,2020-11-10
1033,18,2020-08-02
1034,18,2021-02-06
1035,18,2020-06-17
1036,18,2020-10-27
1037,18,2020-10-18
1038,18,2020-04-29
1039,18,2020-12-15
1040,18,2020-05-10
1041,18,2020-12-03
1042,18,2021-03-15
1043,18,2020-09-02
1044,18,2021-01-02
1045,18,2020-09-12
1046,18,2021-03-07
1047,18,2021-01-30
1048,18,2020-12-05
1049,18,2020-09-13
1050,18,2020-05-06
1051,18,2020-10-03
1052,18,2020-07-14
1053,18,2020-08-12
1054,18,2020-04-15
1055,18,2020-11-13
1056,18,2020-06-13
1057,18,2020-05-21
1058,18,2020-12-13
1059,18,2020-04-10
1060,18,2020-09-24
1061,18,2020-08-06
1062,18,2020-12-10
1063,18,2021-01-03
1064,18,2021-01-05
1065,18,2020-05-18
1066,18,2020-04-01
1067,18,2020-05-30
1068,18,2020-12-17
1069,18,2020-10-08
1070,18,2020-08-06
1071,18,2020-10-03
1072,18,2020-10-23
1073,18,2021-01-25
1074,18,2020-07-07
1075,18,2020-10-15
1076,18,2021-01-19
1077,18,2020-10-23
1078,18,2020-09-27
1079,18,2020-12-15
1080,18,2021-01-29
1081,18,2020-05-01
1082,18,2020-08-22
1083,18,2020-08-19
1084,18,2020-09-06
1085,18,2020-10-22
1086,18,2020-11-09
1087,18,2020-05-17
1088,18,2020-12-29
1089,18,2020-05-31
1090,18,2020-07-26
1091,18,2020-12-24
1092,18,2021-02-26
1093,18,2020-09-13
1094,18,2020-12-14
1095,18,2020-06-25
1096,18,2020-06-28
1097,18,2020-08-09
1098,18,2020-05-11
1099,18,2021-02-28
1100,18,2020-04-08
1101,18,2021-02-05
1102,18,2020-11-03
1103,18,2020-07-27
1104,18,2020-11-24
1105,18,2020-06-16
1106,18,2020-03-24
1107,18,2020-06-07
1108,18,2020-07-27
1109,18,2020-11-21
1110,18,2020-06-06
1111,18,2020-12-10
1112,18,2020-07-06
1113,18,2020-06-13
1114,18,2020-11-02
1115,18,2020-07-26
1116,18,2020-07-13
1117,18,2020-03-25
1118,18,2021-01-23
1119,18,2020-11-26
1120,19,2021-02-07
1121,19,2020-09-09
1122,19,2020-12-12
1123,19,2020-03-20
1124,19,2020-06-01
1125,19,2021-02-17
1126,19,2020-05-07
1127,19,2020-09-23
1128,19,2020-10-27
1129,19,2021-03-17
1130,19,2020-08-02
1131,19,2020-08-19
1132,19,2020-06-19
1133,19,2020-07-13
1134,19,2020-10-20
1135,19,2021-01-02
1136,19,2020-05-25
1137,20,2020-11-27
1138,20,2020-04-20
1139,20,2021-02-18
1140,20,2020-12-31
1141,20,2020-10-04
1142,20,2020-05-09
1143,20,2020-09-16
1144,20,2020-07-03
1145,20,2020-08-03
1146,20,2020-10-20
1147,20,2020-05-04
1148,20,2020-03-22
1149,20,2020-10-01
1150,20,2020-11-06
1151,20,2021-02-05
1152,20,2020-05-19
1153,20,2020-03-20
1154,20,2020-05-20
1155,20,2021-02-22
1156,20,2020-06-25
1157,20,2020-05-13
1158,20,2021-01-06
1159,20,2021-02-18
1160,21,2020-04-04
1161,21,2020-03-20
1162,21,2020-11-15
1163,21,2020-05-29
1164,21,2020-08-19
1165,21,2020-05-06
1166,21,2020-07-17
1167,21,2020-03-28
1168,21,2021-01-28
1169,21,2021-02-20
1170,21,2020-06-19
1171,21,2020-11-10
1172,21,2020-04-07
1173,21,2020-10-19
1174,21,2020-07-21
1175,21,2021-03-06
1176,21,2020-08-21
1177,21,2020-05-26
1178,21,2020-03-22
1179,21,2021-02-20
1180,21,2020-04-16
1181,21,2021-03-06
1182,21,2020-07-26
1183,21,2020-05-09
1184,21,2020-07-13
1185,21,2021-03-03
1186,21,2020-10-10
1187,21,2020-07-14
1188,21,2020-03-30
1189,21,2020-07-22
1190,21,2020-07-29
1191,21,2020-09-06
1192,21,2021-01-22
1193,21,2021-01-31
1194,21,2020-05-11
1195,21,2020-11-04
1196,21,2020-06-24
1197,21,2020-12-06
1198,21,2020-06-28
1199,21,2020-10-22
1200,21,2020-10-28
1201,21,2020-12-31
1202,21,2020-04-09
1203,21,2021-02-08
1204,21,2020-06-04
1205,21,2020-11-30
1206,22,2020-06-16
1207,22,2021-01-08
1208,22,2020-12-22
1209,22,2020-09-11
1210,22,2020-09-23
1211,22,2020-08-05
1212,22,2020-05-20
1213,22,2020-09-30
1214,22,2021-02-14
1215,22,2020-10-22
1216,22,2021-02-06
1217,22,2021-02-18
1218,22,2021-03-01
1219,22,2020-08-28
1220,22,2020-10-31
1221,22,2021-02-22
1222,22,2021-02-28
1223,22,2021-03-11
1224,22,2020-04-12
1225,22,2020-04-26
1226,22,2020-04-20
1227,22,2020-12-28
1228,22,2020-09-13
1229,22,2021-01-19
1230,22,2020-05-28
1231,22,2021-02-18
1232,22,2020-03-24
1233,22,2020-08-11
1234,22,2020-06-12
1235,22,2020-07-17
1236,22,2020-07-28
1237,22,2021-01-27
1238,22,2020-08-05
1239,22,2020-10-11
1240,22,2020-05-16
1241,22,2020-09-30
1242,22,2020-12-16
1243,22,2020-06-08
1244,23,2020-07-01
1245,23,2020-12-29
1246,23,2020-11-05
1247,23,2020-04-19
